text,img,aspect,label
RT @ SlLVERSCREENS : Winona Ryder ( 1989 ),14707.jpg,Winona Ryder,1
Cardinals wide receiver Michael Floyd has surgery on fingers,421788.jpg,Cardinals,1
Cardinals wide receiver Michael Floyd has surgery on fingers,421788.jpg,Michael Floyd,0
Me and Mr Derrick Brooks ( @ DBrooks55 ),1123121.jpg,Mr Derrick Brooks,2
RT @ HuffPostArts : A woman artist you should know : Moroccan - Born photographer Lalla Essaydi,1735431.jpg,Lalla Essaydi,2
RT @ InnovationUNT : Elevator pitch started - idea : sell back pack in the US to support kids in Columbia .,525352.jpg,US,1
RT @ InnovationUNT : Elevator pitch started - idea : sell back pack in the US to support kids in Columbia .,525352.jpg,Columbia,2
RT @ PATRIOTSdotCOM : # Patriots honored during Red Sox Opening Day at Fenway Park PHOTOS :,1132156.jpg,Fenway Park,1
Tina Cox working the check in for the # miba mixer @ MJBAnet,662973.jpg,Tina Cox,1
Tina Cox working the check in for the # miba mixer @ MJBAnet,662973.jpg,# miba,1
"RT @ AuthorGiaLee : I ' ve titled this one Interplay of Light amp Shadow . Took it in beautiful Columbia , SC .",63944.jpg,Columbia,2
"RT @ AuthorGiaLee : I ' ve titled this one Interplay of Light amp Shadow . Took it in beautiful Columbia , SC .",63944.jpg,SC,1
One is a former Dem Senator that was never charged with a crime despite defrauding people . The other is Jon Corzine .,1097769.jpg,Dem Senator,0
One is a former Dem Senator that was never charged with a crime despite defrauding people . The other is Jon Corzine .,1097769.jpg,Jon Corzine,0
RT @ HuffingtonPost : Sarah Hyland # Emmys,72978.jpg,Sarah Hyland,1
RT @ HuffingtonPost : Sarah Hyland # Emmys,72978.jpg,# Emmys,1
Microsoft is Suddenly Dangerous to Apple and Google MSFT AAPL GOOGL,36619.jpg,Microsoft,0
Microsoft is Suddenly Dangerous to Apple and Google MSFT AAPL GOOGL,36619.jpg,Apple,1
Microsoft is Suddenly Dangerous to Apple and Google MSFT AAPL GOOGL,36619.jpg,Google,1
"Cynia Davis , 5 , gets a frozen slushie the day after four people were shot at 35th and Prairie",70778.jpg,Cynia Davis,1
"RT @ thehill : New poll has Jeb Bush , Trump in virtual tie at top of GOP 2016 field :",116971.jpg,Jeb Bush,1
"RT @ thehill : New poll has Jeb Bush , Trump in virtual tie at top of GOP 2016 field :",116971.jpg,Trump,1
"RT @ thehill : New poll has Jeb Bush , Trump in virtual tie at top of GOP 2016 field :",116971.jpg,GOP,1
RT @ washingtonpost : Hillary Clinton ' s 2016 presidential bid starts today,66012.jpg,Hillary Clinton,1
RT @ dick nixon : President Nixon remains an inspirational figure to young Americans . - RZ @ hellocalla,34551.jpg,President Nixon,2
USA fans in Chicago ' s Lincoln Park celebrate another # USWNT goal,70731.jpg,USA,2
USA fans in Chicago ' s Lincoln Park celebrate another # USWNT goal,70731.jpg,Chicago,1
USA fans in Chicago ' s Lincoln Park celebrate another # USWNT goal,70731.jpg,Lincoln Park,1
USA fans in Chicago ' s Lincoln Park celebrate another # USWNT goal,70731.jpg,# USWNT,2
# Milpitas canvass kickoff ! Rishika leading the charge for @ RoKhannaUSA here in # CA17 !,703599.jpg,# Milpitas,2
# Milpitas canvass kickoff ! Rishika leading the charge for @ RoKhannaUSA here in # CA17 !,703599.jpg,Rishika,1
Feeling and looking like summer in Minnesota !,1022845.jpg,Minnesota,1
RT @ politico : The latest cartoon from Matt @ wuerker :,117290.jpg,Matt,1
RT @ LadyGagaNews4U : Gaga with hardly any make - up and looking super hot ! # ARTpop,38075.jpg,Gaga,2
"RT @ Defplatform : Geen idee of het een marineschip is , maar mooi is het wel .",72862.jpg,Geen,1
Kelly Oubre and his dad reflect on fleeing # NOLA to Houston on 10 - yr anniversary of Katrina . # kubball,1808427.jpg,Kelly Oubre,1
Kelly Oubre and his dad reflect on fleeing # NOLA to Houston on 10 - yr anniversary of Katrina . # kubball,1808427.jpg,# NOLA,1
Kelly Oubre and his dad reflect on fleeing # NOLA to Houston on 10 - yr anniversary of Katrina . # kubball,1808427.jpg,Houston,1
Kelly Oubre and his dad reflect on fleeing # NOLA to Houston on 10 - yr anniversary of Katrina . # kubball,1808427.jpg,Katrina,2
"Pritzker Pavilion and the Michigan Avenue street wall . Thanks , Frank Gehry !",73475.jpg,Pritzker Pavilion,2
"Pritzker Pavilion and the Michigan Avenue street wall . Thanks , Frank Gehry !",73475.jpg,Michigan Avenue,2
"Pritzker Pavilion and the Michigan Avenue street wall . Thanks , Frank Gehry !",73475.jpg,Frank Gehry,2
@ 1bluecube Hey Tami how are you ! Please check out this show in Vegas,552068.jpg,Tami,1
@ 1bluecube Hey Tami how are you ! Please check out this show in Vegas,552068.jpg,Vegas,1
RT @ NBAMemes : Sorry Chandler Parsons ! # NBAPlayoffs,118152.jpg,Chandler Parsons,0
RT @ NikeTennis : Nike Sportswear Presents : @ MariaSharapova .,20173.jpg,Nike Sportswear,1
RT @ piercearrow33 : Orange - tip Butterfly by KutubUddin,655561.jpg,Orange - tip Butterfly,1
RT @ piercearrow33 : Orange - tip Butterfly by KutubUddin,655561.jpg,KutubUddin,1
Apple Tumbles to Samsung as Smartphone Shipment Leader,1286906.jpg,Apple,1
Apple Tumbles to Samsung as Smartphone Shipment Leader,1286906.jpg,Samsung,2
RT @ btiflCINEMA : The Imitation Game ( 2014 ) Dir . Morten Tyldum,94317.jpg,The Imitation Game,1
Elizabeth City snow !,1327056.jpg,Elizabeth City,2
Defenseman Anthony Bitetto ( @ ABitetto7 ) has inked a 1 - year deal to remain with the # Preds - - gt,506639.jpg,Anthony Bitetto,1
Defenseman Anthony Bitetto ( @ ABitetto7 ) has inked a 1 - year deal to remain with the # Preds - - gt,506639.jpg,# Preds,1
Usually sceptical of celebrities : AngelinaJolie is different with consistent commitment - in tradition of . @ miafarrow,14478.jpg,AngelinaJolie,0
RT @ LesaMonroe : Megyn Kelly : How long have you been a Republican ? Trump :,746847.jpg,Megyn Kelly,1
RT @ LesaMonroe : Megyn Kelly : How long have you been a Republican ? Trump :,746847.jpg,Republican,1
RT @ LesaMonroe : Megyn Kelly : How long have you been a Republican ? Trump :,746847.jpg,Trump,1
"RT @ Stratfor : In Bolivia , natural gas drives renewed engagement with the United States .",117701.jpg,Bolivia,1
"RT @ Stratfor : In Bolivia , natural gas drives renewed engagement with the United States .",117701.jpg,United States,1
RT @ MovieRelateable : Django Unchained,94169.jpg,Django Unchained,1
RT @ WorIdStarComedy : Shorty bought that already cooked chicken from Walmart and . . . NAH . NOPE . NO .,74376.jpg,Walmart,0
# Preds Hockey School readies the next generation of players from Middle Tennessee - - gt,506595.jpg,# Preds Hockey School,2
# Preds Hockey School readies the next generation of players from Middle Tennessee - - gt,506595.jpg,Middle Tennessee,2
RT @ ProfDauber : @ MeredithFrost ALL MEN MUST DIE cc : @ GameOfThrones # GameOfThrones # Hollywood,502875.jpg,# Hollywood,1
Check out our last back to school photo album on Facebook ! # FortCollins # Wellington,575455.jpg,Facebook,1
"What will Apple reveal here at the # AppleEvent ? Apple using about half of the Civic for seats , the other for a stage",250269.jpg,Apple,1
"What will Apple reveal here at the # AppleEvent ? Apple using about half of the Civic for seats , the other for a stage",250269.jpg,Apple,1
RT @ chef100 : Chinese new year at Kingswood @ chandco,247323.jpg,Kingswood,2
"RT @ MDBiz : Get to know the Eastern Shore ! Check out this feature on Berlin , Maryland .",410848.jpg,Eastern Shore,2
"RT @ MDBiz : Get to know the Eastern Shore ! Check out this feature on Berlin , Maryland .",410848.jpg,Berlin,1
"RT @ MDBiz : Get to know the Eastern Shore ! Check out this feature on Berlin , Maryland .",410848.jpg,Maryland,1
RT @ SportsNation : Kobe . . . how does it feel to have the most missed FGs in NBA history ?,14084.jpg,Kobe,0
RT @ SportsNation : Kobe . . . how does it feel to have the most missed FGs in NBA history ?,14084.jpg,FGs,1
RT @ SportsNation : Kobe . . . how does it feel to have the most missed FGs in NBA history ?,14084.jpg,NBA,1
RT @ soompi : Happy Birthday to Actor Lee Min Ho ! ( ) # Happy28thBirthdayLeeMinHo,1772399.jpg,Lee Min Ho,2
RT @ Olympics : Team Canada # OpeningCeremony,24329.jpg,Canada,1
RT @ BeschlossDC : Young Fidel Castro writes President Franklin Roosevelt 1940 asking for 10 bill : # NARA,34470.jpg,Fidel Castro,1
RT @ BeschlossDC : Young Fidel Castro writes President Franklin Roosevelt 1940 asking for 10 bill : # NARA,34470.jpg,President Franklin Roosevelt,1
RT @ BeschlossDC : Young Fidel Castro writes President Franklin Roosevelt 1940 asking for 10 bill : # NARA,34470.jpg,# NARA,1
Um . . . Is Harper the worst prime minister in history ? PART TWO National @ NatObserver # cdnpoli,1433003.jpg,Harper,0
"Congratulations to 2016 # MissAmerica STEM Scholarship Award winner , @ MissAmericaTN Hannah Robison .",459632.jpg,Hannah Robison,2
@ JimFlaherty : It has been an honour to serve Canada . Thank you for the opportunity . ur services r truly appreciated,8775.jpg,Canada,2
She loves the camera . He does not like Santa . Thanks for being a good sport Santa . # tbomb # kodabug # christmas201 . . .,412946.jpg,Santa,0
She loves the camera . He does not like Santa . Thanks for being a good sport Santa . # tbomb # kodabug # christmas201 . . .,412946.jpg,Santa,2
RT @ Irenie M : # Retweet this to share why one former # GOP Senator and Vietnam Veteran is supporting Barack # Obama : v . . .,209459.jpg,# GOP,1
RT @ Irenie M : # Retweet this to share why one former # GOP Senator and Vietnam Veteran is supporting Barack # Obama : v . . .,209459.jpg,Vietnam,1
RT @ Irenie M : # Retweet this to share why one former # GOP Senator and Vietnam Veteran is supporting Barack # Obama : v . . .,209459.jpg,Barack,2
RT @ Irenie M : # Retweet this to share why one former # GOP Senator and Vietnam Veteran is supporting Barack # Obama : v . . .,209459.jpg,# Obama,2
Hollywood loves @ UCLAFootball # gobruins # BeatSC,116326.jpg,Hollywood,2
RT @ rolandgarros : Can you say trophy biter ? Nadal and another one here at # RG13,127671.jpg,Nadal,2
How many Cowboys does it take to change a tire ? 1 unless it ' s a blowout then they all show up . D . Forward # PETS2015,74439.jpg,Cowboys,1
KCK Istanbul Case Pending in Constitutional Court,610581.jpg,KCK,1
KCK Istanbul Case Pending in Constitutional Court,610581.jpg,Istanbul,1
KCK Istanbul Case Pending in Constitutional Court,610581.jpg,Constitutional Court,1
"Fumblin ' Jay Cutler in the Tribune today , and more # Bears photos :",72864.jpg,Fumblin,2
"Fumblin ' Jay Cutler in the Tribune today , and more # Bears photos :",72864.jpg,Jay Cutler,2
"Fumblin ' Jay Cutler in the Tribune today , and more # Bears photos :",72864.jpg,Tribune,1
"Fumblin ' Jay Cutler in the Tribune today , and more # Bears photos :",72864.jpg,# Bears,2
RT @ imgutsy : Beautiful Christmas in the East Coast # airisbetterouthere,1362898.jpg,Christmas,2
RT @ imgutsy : Beautiful Christmas in the East Coast # airisbetterouthere,1362898.jpg,East Coast,2
Chow town,73916.jpg,Chow town,1
"Congrats to TWO # MariettaAward winners , Ashley amp Christine at PF Indianapolis , IN . Keep making members feel welcome !",1053812.jpg,Ashley,2
"Congrats to TWO # MariettaAward winners , Ashley amp Christine at PF Indianapolis , IN . Keep making members feel welcome !",1053812.jpg,Christine,2
"Congrats to TWO # MariettaAward winners , Ashley amp Christine at PF Indianapolis , IN . Keep making members feel welcome !",1053812.jpg,PF Indianapolis,1
"Congrats to TWO # MariettaAward winners , Ashley amp Christine at PF Indianapolis , IN . Keep making members feel welcome !",1053812.jpg,IN,1
RT @ CauseWereGuys : Ryan Reynolds lmao,21400.jpg,Ryan Reynolds,1
RT @ DanceGoaIs : Chris Brown killed it !,1697370.jpg,Chris Brown,0
RT @ NPRrussell : President Obama arrives in Selma to cheers as his motorcade drives over the Edmund Pettus Bridge .,1299955.jpg,President Obama,2
RT @ NPRrussell : President Obama arrives in Selma to cheers as his motorcade drives over the Edmund Pettus Bridge .,1299955.jpg,Selma,1
RT @ NPRrussell : President Obama arrives in Selma to cheers as his motorcade drives over the Edmund Pettus Bridge .,1299955.jpg,Edmund Pettus Bridge,1
RT @ arrangemygroup : Thanks to Jack @ hotelfootballuk for the showround . We love the roof terrace # arrangemy,316634.jpg,Jack,2
Nathaniel Parker on prepping for @ WolfHallThePlay each day : I run around the auditorium racing through the stalls !,90512.jpg,Nathaniel Parker,2
From such great heights . . . # chicago showing off from the Leo Burnett building roof # skyline # pano,73183.jpg,Leo Burnett,2
RT @ HC WSHC : # WSHC Semifinal Korea vs . United States Live Statistics amp Webcast :,701357.jpg,Korea,1
RT @ USNavy : NOW : Watch as we remember our fallen in Chattanooga - # ChattanoogaStrong,383657.jpg,Chattanooga,1
# Royal Exhibition Building # Australia and its # CarltonGardens @ Hyp Radio # UNESCO for visiting !,543588.jpg,# Australia,1
# Royal Exhibition Building # Australia and its # CarltonGardens @ Hyp Radio # UNESCO for visiting !,543588.jpg,# UNESCO,2
Jaume Plensa heads in Millennium Park,73321.jpg,Jaume Plensa,1
Jaume Plensa heads in Millennium Park,73321.jpg,Millennium Park,1
RT @ DisneyParks : PHOTOS : Learn more about traveling through Austria with Adventures by Disney :,153736.jpg,Austria,1
RT @ DisneyParks : PHOTOS : Learn more about traveling through Austria with Adventures by Disney :,153736.jpg,Disney,1
RT @ Gabriele Corno : Cherry blossoms in Washington DC # inspiration # sakura # CGE # pink,314364.jpg,Washington DC,2
Stunning sports photography by Mitchel Gray,1993288.jpg,Mitchel Gray,2
RT @ WSJ : Tryon is one of many dogs helping search for victims of the Washington mudslide : ( Reuters ),74518.jpg,Tryon,2
RT @ WSJ : Tryon is one of many dogs helping search for victims of the Washington mudslide : ( Reuters ),74518.jpg,Washington,0
RT @ TWCNewsBuffalo : The @ ECDOH to hold clinics after employee at Casa Di Pizza tested positive for Hepatitis A . http,70336.jpg,Casa Di Pizza,1
This lady is rocking the red AND her tenth tony nomination . Tune in now for Chita ! # NY1Tonys,90478.jpg,Chita,2
RT @ CoachJim4UM : . @ coachjeddfisch Dr . Paul Cederna Me and 3D Charles Woodson @ Mottchildren,608735.jpg,Cederna,2
RT @ CoachJim4UM : . @ coachjeddfisch Dr . Paul Cederna Me and 3D Charles Woodson @ Mottchildren,608735.jpg,Charles Woodson,2
RT @ coleanderson23 : I got a picture with tony Alva @ brady banuelos,1345437.jpg,tony Alva,2
"Road Trip To Valladolid , Mexico : explore sights around Cancun # exploremexico # expat # gonative",811385.jpg,Valladolid,1
"Road Trip To Valladolid , Mexico : explore sights around Cancun # exploremexico # expat # gonative",811385.jpg,Mexico,1
"Road Trip To Valladolid , Mexico : explore sights around Cancun # exploremexico # expat # gonative",811385.jpg,Cancun,1
RT @ iuwrestling1 : Congrats Taylor on a great season and great career ! # d1wrestle # GoIU,1490987.jpg,Taylor,2
What a night . Happy birthday Danger .,33819.jpg,Danger,2
6 Ways to Open Your Life up to Cosmic Energy - Waking Times # spirituality # cosmicenergy,520187.jpg,Waking Times,1
Folks from North St . Paul checking out the Next Generation learning spaces in the EHS Media Center . # eLearning2,196973.jpg,North,1
Folks from North St . Paul checking out the Next Generation learning spaces in the EHS Media Center . # eLearning2,196973.jpg,EHS Media Center,1
"Now , in a cab to Dhaba to see the fam !",686752.jpg,Dhaba,1
RT @ RefugeeRRights : UN High Commissioner for Refugees Statement on Refugee Crisis in Europe,12669.jpg,UN,1
RT @ RefugeeRRights : UN High Commissioner for Refugees Statement on Refugee Crisis in Europe,12669.jpg,Europe,1
RT @ AthIetesDesire : Drake is a genius,842113.jpg,Drake,2
RT @ KalieyKhristen : Nicki was like,631188.jpg,Nicki,2
Energy - rich Turkmenistan devalues currency against dollar,791629.jpg,Turkmenistan,0
Busy day for lobbying at the legislative building in Raleigh . Addressing everything from coal ash to film incentives .,417839.jpg,Raleigh,1
Makeup and hair by @ alexlamarsh photo by Casey Vange model is @ LewisValleau of @ WOLVVESNYC styling @ YOUANDIAREHEREx,632570.jpg,Casey Vange,1
RT @ Deadspin : The Stanley Cup made it through airport security :,45759.jpg,Stanley Cup,1
RT @ TheMavsQueen : Bro . I love Marshawn Lynch amp every thing he stands for .,684715.jpg,Marshawn Lynch,2
RT @ MichelleDenisee : Best snap chat of the day goes to @ curtislepore,70028.jpg,snap chat,2
RT @ davidmwessel : Stan who needs a tie anyhow Fischer at ECB conference in Sintra with Draghi .,34590.jpg,Fischer,1
RT @ davidmwessel : Stan who needs a tie anyhow Fischer at ECB conference in Sintra with Draghi .,34590.jpg,ECB,1
RT @ davidmwessel : Stan who needs a tie anyhow Fischer at ECB conference in Sintra with Draghi .,34590.jpg,Sintra,1
RT @ davidmwessel : Stan who needs a tie anyhow Fischer at ECB conference in Sintra with Draghi .,34590.jpg,Draghi,1
